"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"Bacteroides_stercoris"	"age"	"age"	"age"	-1.38237114565766	0	0.142582059424565	3.15810351049438e-22	3.16757782102586e-19	6.31620702098878e-22	3.53707593175372e-19	NA	"prevalence"	405	243
"Phascolarctobacterium_faecium"	"age"	"age"	"age"	1.02790970735539	0	0.121298385944583	2.36651453164526e-17	1.1868070376201e-14	4.73302906329053e-17	1.32524813772135e-14	NA	"prevalence"	405	154
"Flavonifractor_plautii"	"age"	"age"	"age"	-0.977102152508208	0	0.129997369290539	5.63384784745167e-14	1.88358313033134e-11	1.1267695694903e-13	2.10330319638189e-11	NA	"prevalence"	405	309
"Clostridium_sp_AF20_17LB"	"age"	"age"	"age"	0.738972725201935	0	0.112026116948449	4.21168955895069e-11	1.05608115690688e-08	8.42337911772397e-11	1.17927307648136e-08	NA	"prevalence"	405	163
"Alistipes_communis"	"age"	"age"	"age"	0.710418663924334	0	0.113475875961491	3.83681265540732e-10	7.69664618674709e-08	7.67362530934252e-10	8.59446034646362e-08	NA	"prevalence"	405	142
"GGB9713_SGB15249"	"age"	"age"	"age"	0.669562452877709	0	0.110317635739036	1.28384697822164e-09	1.60962314894539e-07	2.56769395479502e-09	2.39651435780869e-07	NA	"prevalence"	405	151
"Bifidobacterium_longum"	"age"	"age"	"age"	-0.679735896256262	0	0.112640788028416	1.59411274550772e-09	1.77655009304916e-07	3.18822548847424e-09	2.55058039077939e-07	NA	"prevalence"	405	228
"Alistipes_SGB2313"	"age"	"age"	"age"	1.15740880726362	0	0.199388309384418	6.44437496983015e-09	5.87609826794513e-07	6.44437496983015e-09	4.51106247888111e-07	NA	"prevalence"	405	33
"Alistipes_shahii"	"red_meat"	"red_meat"	"red_meat"	NA	0	NA	5.86063553878341e-09	5.87609826794513e-07	1.17212710432198e-08	7.29323531578118e-07	NA	"prevalence"	405	266
"Bacteroides_intestinalis"	"age"	"age"	"age"	1.11770638593513	0	0.196917313059387	1.37865572504663e-08	1.1523264101848e-06	1.37865572504663e-08	7.7204720602611e-07	NA	"prevalence"	405	38
"Dialister_invisus"	"age"	"age"	"age"	-0.639709972955733	0	0.115437326048766	2.99683452864816e-08	2.31217310171854e-06	5.99366896748615e-08	3.05132238344749e-06	NA	"prevalence"	405	181
"Clostridiales_bacterium"	"reads"	"reads"	"reads"	0.799574510360102	0	0.14841353298688	7.14535761039603e-08	5.1191383451623e-06	1.42907147102307e-07	6.15600018286862e-06	NA	"prevalence"	405	317
"Clostridiaceae_bacterium_Marseille_Q4149"	"red_meat"	"red_meat"	"red_meat"	NA	0	NA	1.16843701943178e-07	7.81294886993385e-06	1.16843701943178e-07	5.45270609068165e-06	NA	"prevalence"	405	68
"Phocaeicola_sartorii"	"reads"	"reads"	"reads"	0.649860919249909	0	0.123170433953045	1.31953959139069e-07	8.27186381353039e-06	2.63907900866291e-07	8.21046802695126e-06	NA	"prevalence"	405	122
"Bacteroides_cellulosilyticus"	"age"	"age"	"age"	0.568938300959994	0	0.108933868591003	1.76250887538198e-07	1.01375902814977e-05	3.52501744012021e-07	1.03895250866701e-05	NA	"prevalence"	405	147
"Coprococcus_eutactus"	"red_meat"	"red_meat"	"red_meat"	NA	0	NA	1.8193083256925e-07	1.01375902814977e-05	1.8193083256925e-07	7.27723330277001e-06	NA	"prevalence"	405	89
