feature	Feature1	Feature2	Feature3	Feature4	Feature5	Feature6	Feature7	Feature8	Feature9	Feature10	Feature13	Feature15	Feature16	Feature17	Feature18	Feature19	Feature20	Feature21	Feature22	Feature23	Feature24	Feature25	Feature28	Feature29	Feature30	Feature31	Feature32	Feature33	Feature34	Feature35	Feature36	Feature37	Feature38	Feature40	Feature41	Feature42	Feature43	Feature44	Feature45	Feature46	Feature48	Feature49	Feature50	Feature51	Feature52	Feature53	Feature54	Feature55	Feature56	Feature58	Feature59	Feature60	Feature62	Feature63	Feature64	Feature65	Feature66	Feature67	Feature68	Feature69	Feature70	Feature71	Feature72	Feature73	Feature74	Feature75	Feature76	Feature77	Feature78	Feature79	Feature80	Feature81	Feature82	Feature83	Feature84	Feature85	Feature86	Feature87	Feature88	Feature89	Feature90	Feature91	Feature92	Feature93	Feature94	Feature95	Feature96	Feature97	Feature98	Feature99	Feature100	Feature101
Sample1	676.309428531776	NA	NA	NA	NA	NA	0.171405616760609	NA	NA	NA	0.457081644694957	NA	NA	NA	NA	NA	NA	NA	NA	0.857028083803044	NA	NA	NA	NA	NA	NA	5.37070932516574	2.28540822347478	NA	0.0571352055868696	NA	NA	NA	NA	NA	219.856271098274	NA	3.59951795197279	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.228540822347478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.51341343690314	NA	NA	NA	NA	NA	NA	43.7084322739553	NA	NA	NA	95.4729285356591	NA	NA	NA	NA	NA	NA	0.0571352055868696	NA	NA	5.88492617544757	NA	NA	NA	8.05606398774862	23.9396511408984	NA	NA	6.91335987601122	NA	NA	NA	252.537608693964
Sample2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.076554421497561	1.86282425644065	NA	1.00796654971789	NA	0.51036280998374	NA	NA	NA	NA	0.535880950482927	NA	NA	NA	NA	NA	NA	0.076554421497561	9.74792967068943	NA	NA	NA	NA	NA	NA	NA	41.7604369269195	NA	3.81496200462845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0637953512479675	193.937867793821	NA	NA	NA	0.229663264492683	14.1753270472984	NA	NA	NA	NA	NA	NA	NA	0.51036280998374	21.9456008293008	NA	NA	0.204145123993496	10.8196915716553	23.821184155991	NA	NA	0.025518140499187	NA	NA	1.3779795869561	0.778303285225203	NA	NA	NA	NA	NA	NA	1206.9442502603	NA	NA	NA	NA	NA	NA	186.410016346561
Sample3	NA	NA	NA	2.271502012413	NA	NA	NA	NA	NA	NA	2.271502012413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	177.177156968214	NA	9.08600804965199	NA	NA	NA	NA	NA	NA	NA	NA	NA	481.558426631555	NA	NA	2.271502012413	15.900514086891	NA	NA	2.271502012413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.271502012413	57530.331468384	NA	NA	9.08600804965199	NA	NA	NA	5960.4212805717
Sample4	6.99617224005089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.62356459001909	NA	NA	NA	NA	NA	NA	NA	0.874521530006362	NA	NA	0.874521530006362	NA	NA	NA	NA	24.4866028401781	NA	4.37260765003181	NA	63.8400716904644	NA	NA	NA	NA	1.74904306001272	NA	NA	8.74521530006362	NA	NA	NA	152.166746221107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.9923444801018	NA	NA	0.874521530006362	0.874521530006362	NA	NA	NA	NA	NA	359.428348832615	44875.1977907465	NA	NA	NA	NA	NA	NA	4739.03217110448
Sample5	4.15884353208509	0.0611594637071337	NA	NA	NA	12.4153711325481	0.0611594637071337	NA	1.46782712897121	NA	1.40666766526407	NA	NA	NA	NA	NA	NA	4.40348138691362	NA	0.122318927414267	NA	NA	NA	NA	0.0611594637071337	NA	0.305797318535668	NA	NA	NA	NA	NA	NA	2.14058122974968	NA	582.849689128984	NA	68.8043966705254	0.917391955607005	NA	NA	NA	NA	NA	0.733913564485604	NA	NA	2.99681372164955	NA	NA	NA	6.11594637071337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.25652760046304	NA	NA	NA	0.0611594637071337	NA	320.108633043138	13.5162414792765	NA	NA	NA	NA	NA	NA	101.402390826428
Sample6	NA	NA	NA	NA	NA	NA	NA	0.2068159899451	NA	NA	2.64724467129729	NA	NA	NA	NA	NA	80.8650520685343	0.0620447969835301	NA	NA	NA	NA	0.454995177879221	NA	NA	NA	0.289542385923141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.05476154872001	0.268860786928631	NA	NA	0.0413631979890201	NA	NA	3.76405101700083	NA	NA	34.2900911328977	NA	NA	0.413631979890201	40.101620450355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.599766370840791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02068159899451	NA	NA	NA	0.268860786928631	NA	46.8231401235707	1594.15833209583	0.703174365813341	NA	NA	NA	NA	NA	341.08093061746
Sample7	29.7473351497191	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.7473351497191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	148.736675748595	NA	178.484010898314	NA	NA	NA	NA	NA	NA	59.4946702994381	NA	NA	59.4946702994381	NA	NA	NA	59.4946702994381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1106184.40487745	NA	NA	NA	NA	NA	NA	178781.484249812
Sample8	NA	NA	NA	NA	NA	NA	NA	NA	0.695072604852466	NA	4.86550823396727	NA	NA	NA	NA	NA	NA	0.695072604852466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.695072604852466	NA	432.335160218234	NA	1.39014520970493	NA	NA	NA	NA	NA	NA	0.695072604852466	NA	NA	11.8162342824919	NA	NA	3.47536302426233	104.26089072787	NA	NA	NA	NA	NA	NA	83.408712582296	NA	NA	NA	12.5113068873444	NA	NA	0.695072604852466	NA	NA	0.695072604852466	NA	NA	NA	NA	NA	NA	NA	NA	1.39014520970493	NA	NA	NA	NA	NA	4.1704356291148	9679.58109517545	NA	NA	NA	NA	NA	NA	1027.31730997195
Sample9	502.969189692569	NA	NA	NA	2.43136894791767	NA	NA	NA	1.4588213687506	NA	0.972547579167068	NA	NA	NA	NA	NA	NA	NA	NA	2.59346021111218	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.486273789583534	NA	NA	NA	0.324182526389023	NA	47.1685575896028	NA	27.5555147430669	0.162091263194511	NA	NA	NA	NA	NA	4.21437284305729	NA	NA	105.845594866016	NA	NA	NA	34.0391652708474	NA	262.425755111914	NA	0.972547579167068	NA	NA	NA	NA	NA	NA	NA	NA	NA	2639.00785606984	NA	NA	NA	2.9176427375012	4.86273789583534	NA	NA	NA	NA	NA	NA	0.162091263194511	NA	NA	NA	NA	NA	20.909772952092	218.985296575785	NA	NA	NA	NA	NA	36.3084429555705	479.952230318948
Sample10	31.3584182391363	NA	NA	5.6284340429219	NA	NA	NA	NA	NA	NA	2.4121860183951	NA	NA	NA	NA	NA	3.61827902759265	15.2771781165023	NA	NA	14.0710851073048	NA	NA	NA	NA	NA	7.63858905825115	0.40203100306585	NA	NA	NA	NA	NA	0.8040620061317	NA	25.7299841962144	NA	18.0913951379633	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.61827902759265	NA	NA	2.81421702146095	889.694609784726	NA	NA	NA	NA	81.6122936223676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	51.057937389363	255.289686946815	NA	NA	NA	NA	NA	NA	0.40203100306585	NA	16.081240122634	NA	NA	NA	43.4193483311118	18115.1149671441	NA	NA	NA	NA	NA	NA	2078.50028585044
Sample11	NA	NA	1.41299477821837	NA	NA	NA	NA	1.41299477821837	NA	NA	NA	NA	1.41299477821837	NA	NA	NA	NA	NA	NA	NA	1.41299477821837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	621.717702416082	NA	22.6079164514939	NA	NA	NA	NA	NA	NA	16.9559373386204	NA	NA	163.907394273331	NA	NA	1.41299477821837	33.9118746772408	NA	1.41299477821837	NA	NA	2.82598955643674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.82598955643674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.89096344752858	21.1949216732755	NA	NA	132.821509152527	33475.2592907714	NA	46.6288276812061	NA	NA	NA	NA	4258.76626155016
Sample12	14.6800522729983	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.44667537883305	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.2333768941652	NA	NA	NA	NA	NA	NA	34.2534553036626	NA	NA	NA	NA	NA	NA	NA	19.5734030306644	NA	51.380182955494	NA	NA	NA	NA	NA	NA	NA	NA	NA	557.841986373934	NA	NA	2.44667537883305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	106393.678848555	NA	NA	NA	NA	NA	NA	34696.3035472314
Sample13	NA	NA	NA	NA	NA	NA	NA	0.21645586929722	NA	NA	0.881284610710108	1.20596841465594	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.89512545358718	NA	NA	NA	NA	NA	0.494756272679359	NA	NA	NA	NA	NA	NA	NA	9.16845217808937	NA	36.0708245050295	NA	NA	NA	NA	NA	NA	5.6742360022914	NA	NA	3.54059957636166	NA	NA	NA	46.460706231296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80.877189449554	NA	NA	NA	NA	6.46275381187413	NA	NA	NA	NA	0.278300403382139	NA	NA	NA	0.865823477188878	206.962733315184	NA	NA	14.3633930412226	123.055161695469	NA	NA	NA	NA	NA	NA	66.2818794055129
Sample14	541.301899763962	NA	NA	NA	NA	NA	0.419722331168748	NA	NA	NA	2.93805631818124	NA	NA	NA	0.559629774891664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.139907443722916	NA	415.52510785706	NA	97.5154882748724	0.979352106060412	712.828425768257	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.559629774891664	NA	62.8184422315893	NA	NA	NA	NA	0.69953721861458	NA	0.979352106060412	NA	15550.8522772458	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.07796376190415	NA	NA	NA	NA	NA	NA	1.39907443722916	NA	9.37379872943537	NA	NA	NA	28.6810259631978	22.3851909956666	NA	NA	NA	NA	NA	NA	1794.3129657464
Sample15	NA	NA	NA	NA	NA	NA	NA	0.630396186133451	0.859631162909252	0.2292349767758	0.17192623258185	NA	0.1146174883879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.7831288404893	NA	NA	NA	NA	NA	NA	NA	411.247548335786	NA	23.8977463288772	NA	NA	NA	NA	NA	NA	NA	NA	NA	988.976998554997	NA	NA	NA	8.13784167554092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.12042353517616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.458469953551601	NA	NA	NA	NA	56.9648917287864	0.802322418715302	NA	119.488731644386	650.626172833916	NA	NA	NA	NA	NA	NA	317.71967781126
Sample16	132.935723178343	NA	NA	NA	NA	NA	NA	NA	4.50629570096079	NA	NA	NA	NA	NA	NA	NA	2900.92785749351	NA	NA	NA	NA	15.2087479907427	NA	NA	NA	NA	NA	NA	NA	0.563286962620098	NA	NA	NA	NA	NA	277.700472571709	NA	32.6706438319657	3.37972177572059	NA	NA	NA	NA	NA	4.50629570096079	NA	NA	24.2213393926642	NA	NA	NA	55.2021223367697	1.6898608878603	NA	NA	NA	13.5188871028824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2172.59781482572	NA	NA	NA	NA	NA	NA	0.563286962620098	NA	NA	6.19615658882108	NA	NA	NA	33.7972177572059	762.690547387613	NA	NA	NA	NA	NA	NA	2820.37782183883
Sample17	NA	NA	NA	0.0697083146702237	NA	NA	NA	NA	NA	NA	0.243979101345783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.447295019133935	0.081326367115261	NA	NA	NA	NA	NA	NA	NA	15.7831242465831	NA	1.01657958894076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.458913071578973	NA	NA	NA	28.2260584152181	NA	NA	NA	NA	NA	NA	NA	0.0580902622251864	NA	NA	NA	0.0406631835576305	3.40989839261844	10.8686880623324	NA	NA	0.116180524450373	NA	5.71608180295834	0.784218540040017	0.081326367115261	NA	0.371777678241193	NA	NA	NA	2.32361048900746	123.540560674304	NA	0.755173408927423	NA	NA	NA	NA	100.077903761551
