"feature"	"metadata"	"value"	"name"	"coef"	"stderr"	"pval_individual"	"error"	"qval_individual"	"model"	"N"	"N.not.zero"	"pval_joint"	"qval_joint"
"Escherichia_coli"	"diagnosis"	"CD:dysbiosis_generaldysbiosis"	"diagnosisCD:dysbiosis_generaldysbiosis"	3.53316975073648	0.386785738517078	0	NA	0	"abundance"	1527	707	0	0
"Veillonella_parvula"	"diagnosis"	"CD:dysbiosis_generaldysbiosis"	"diagnosisCD:dysbiosis_generaldysbiosis"	4.05455092544579	0.48777340811998	0	NA	0	"abundance"	1527	547	0	0
"Escherichia_coli"	"diagnosis"	"CD:dysbiosis_generaldysbiosis"	"diagnosisCD:dysbiosis_generaldysbiosis"	1.58141141401469	0.237177050996342	2.59947799423068e-11	NA	2.95446047301271e-10	"prevalence"	1527	707	0	0
"Veillonella_parvula"	"diagnosis"	"CD:dysbiosis_generaldysbiosis"	"diagnosisCD:dysbiosis_generaldysbiosis"	0.851068804764318	0.214527463362951	7.27284306518052e-05	NA	0.000245603677951943	"prevalence"	1527	547	0	0
"Phocaeicola_sartorii"	"reads"	"reads"	"reads"	-0.24032275517376	0.148319954633865	1	NA	1	"abundance"	1527	424	1.14880971247015e-43	4.04763955360317e-41
"Phocaeicola_sartorii"	"reads"	"reads"	"reads"	1.09363395276164	0.0786391128354616	5.74404856235072e-44	NA	6.07145933040471e-41	"prevalence"	1527	424	1.14880971247015e-43	4.04763955360317e-41
"Faecalibacterium_prausnitzii"	"diagnosis"	"CD:dysbiosis_generaldysbiosis"	"diagnosisCD:dysbiosis_generaldysbiosis"	-2.18366823474479	0.3094903603352	2.91263457796731e-10	NA	1.63835695010661e-08	"abundance"	1527	1374	7.20137484695951e-35	1.90296330330905e-32
"Faecalibacterium_prausnitzii"	"diagnosis"	"CD:dysbiosis_generaldysbiosis"	"diagnosisCD:dysbiosis_generaldysbiosis"	-3.48432817435428	0.281578050999869	3.60068742347973e-35	NA	1.90296330330904e-32	"prevalence"	1527	1374	7.20137484695951e-35	1.90296330330905e-32
"Bacteroides_uniformis"	"diagnosis"	"CD:dysbiosis_generaldysbiosis"	"diagnosisCD:dysbiosis_generaldysbiosis"	-3.12253777821985	0.395939447184325	3.99236199655206e-13	NA	3.99236199655206e-11	"abundance"	1527	1244	3.32761518351735e-31	7.03457849795567e-29
"Bacteroides_uniformis"	"diagnosis"	"CD:dysbiosis_generaldysbiosis"	"diagnosisCD:dysbiosis_generaldysbiosis"	-2.90841612365571	0.249064499872539	1.66380759175868e-31	NA	5.86214874829642e-29	"prevalence"	1527	1244	3.32761518351735e-31	7.03457849795567e-29
"Bifidobacterium_longum"	"age"	"age"	"age"	-0.129143315552451	0.106273559079961	1	NA	1	"abundance"	1527	843	2.09687159364787e-29	3.69398879080967e-27
"Bifidobacterium_longum"	"age"	"age"	"age"	-0.671890880580598	0.059355950469304	1.04843579682393e-29	NA	2.77049159310723e-27	"prevalence"	1527	843	2.09687159364787e-29	3.69398879080967e-27
"Clostridium_sp_AM49_4BH"	"diagnosis"	"CD"	"diagnosisCD"	-0.680169719834852	0.344455627865946	0.0768515543294039	NA	0.1884643021702	"abundance"	1527	344	2.30957284045942e-28	3.48745498909372e-26
"Clostridium_sp_AM49_4BH"	"diagnosis"	"CD"	"diagnosisCD"	-1.8084035215989	0.162810761795746	1.15478642022971e-28	NA	2.44121849236561e-26	"prevalence"	1527	344	2.30957284045942e-28	3.48745498909372e-26
"Phocaeicola_dorei"	"reads"	"reads"	"reads"	-0.518811526102892	0.196832544986499	1	NA	1	"abundance"	1527	769	5.30177112224947e-25	7.00496509527211e-23
"Phocaeicola_dorei"	"reads"	"reads"	"reads"	0.658910917284291	0.0633956924513281	2.65088556112473e-25	NA	4.6699767301814e-23	"prevalence"	1527	769	5.30177112224947e-25	7.00496509527211e-23
"GGB16040_SGB9347"	"age"	"age"	"age"	-0.377715269248558	0.29676452708594	0.219080914398697	NA	0.421309450766724	"abundance"	1527	114	5.97373859578622e-24	7.01582410638448e-22
"GGB16040_SGB9347"	"age"	"age"	"age"	0.955839786245695	0.0940775425524943	2.9868692978931e-24	NA	4.51017263981858e-22	"prevalence"	1527	114	5.97373859578622e-24	7.01582410638448e-22
